Car_id,Date,Gender,Dealer_Name,Dealer_Region,Company,Model,Body Style,Color,Transmission,Engine,Annual Income,Price ($),Dealer_No ,Phone,
C_CND_003466,6/25/2022,Male,Scrivener Performance Engineering,Greenville,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,13500,51001,38701-8047,8952227,
C_CND_016914,8/22/2023,Male,Saab-Belle Dodge,Aurora,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51001,60504-7114,6876108,
C_CND_017278,8/30/2023,Male,Scrivener Performance Engineering,Scottsdale,Infiniti,I30,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51001,38701-8047,7113374,
C_CND_019388,10/10/2023,Female,Chrysler of Tri-Cities,Pasco,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51001,99301-3882,6648451,
C_CND_019408,10/10/2023,Male,Suburban Ford,Janesville,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51001,53546-9427,8726572,
C_CND_020400,11/5/2023,Male,C & M Motors Inc,Aurora,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51001,60504-7114,8397666,
C_CND_022776,12/11/2023,Female,Iceberg Rentals,Janesville,Lexus,GS300,Passenger,Black,Manual,Overhead Camshaft,13500,51001,53546-9427,7775828,
C_CND_000783,3/7/2022,Female,Scrivener Performance Engineering,Greenville,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,38701-8047,8832415,
C_CND_001897,4/20/2022,Male,Gartner Buick Hyundai Saab,Greenville,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,38701-8047,7495506,
C_CND_002376,5/10/2022,Male,C & M Motors Inc,Aurora,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,60504-7114,8599650,
C_CND_002502,5/15/2022,Male,Tri-State Mack Inc,Scottsdale,Lexus,GS300,Passenger,Black,Manual,Overhead Camshaft,13500,51000,85257-3102,7870007,
C_CND_002512,5/17/2022,Male,Rabun Used Car Sales,Scottsdale,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,85257-3102,8663981,
C_CND_003013,6/8/2022,Male,Gartner Buick Hyundai Saab,Greenville,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,38701-8047,7259998,
C_CND_004816,8/22/2022,Male,Chrysler Plymouth,Janesville,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,53546-9427,8786255,
C_CND_006440,9/26/2022,Male,Gartner Buick Hyundai Saab,Greenville,Infiniti,I30,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,38701-8047,8452039,
C_CND_007712,11/8/2022,Male,Scrivener Performance Engineering,Greenville,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,13500,51000,38701-8047,8722602,
C_CND_008303,11/19/2022,Female,U-Haul CO,Austin,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,13500,51000,78758-7841,6259611,
C_CND_010874,1/17/2023,Male,Saab-Belle Dodge,Aurora,Lexus,GS300,Passenger,Black,Manual,Overhead Camshaft,13500,51000,60504-7114,7886780,
C_CND_012477,4/4/2023,Male,Ryder Truck Rental and Leasing,Middletown,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,06457-3834,8029175,
C_CND_013164,4/25/2023,Female,Motor Vehicle Branch Office,Austin,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,13500,51000,78758-7841,7160601,
C_CND_013182,4/28/2023,Male,Race Car Help,Austin,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,13500,51000,78758-7841,8305914,
C_CND_013925,5/22/2023,Male,Chrysler of Tri-Cities,Aurora,Infiniti,I30,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,99301-3882,7971345,
C_CND_014294,5/30/2023,Female,U-Haul CO,Austin,Infiniti,I30,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,78758-7841,7883318,
C_CND_014584,6/7/2023,Male,Motor Vehicle Branch Office,Austin,Lexus,GS300,Passenger,Black,Manual,Overhead Camshaft,13500,51000,78758-7841,7979057,
C_CND_014853,6/14/2023,Female,Progressive Shippers Cooperative Association No,Janesville,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,13500,51000,53546-9427,7939026,
C_CND_016883,8/21/2023,Male,Rabun Used Car Sales,Scottsdale,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,13500,51000,85257-3102,8167695,
C_CND_017440,9/2/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,13500,51000,99301-3882,6849584,
C_CND_018927,9/25/2023,Male,Capitol KIA,Greenville,Lexus,GS300,Passenger,Black,Manual,Overhead Camshaft,13500,51000,38701-8047,8159830,
C_CND_022379,12/5/2023,Male,Nebo Chevrolet,Middletown,Infiniti,I30,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,51000,06457-3834,8614299,
C_CND_022883,12/11/2023,Male,Capitol KIA,Janesville,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,13500,51000,38701-8047,6519568,
C_CND_002059,4/27/2022,Male,Ryder Truck Rental and Leasing,Middletown,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49001,06457-3834,8816174,
C_CND_007281,10/30/2022,Male,Race Car Help,Austin,Mercury,Grand Marquis,SUV,Black,Manual,Overhead Camshaft,13500,49001,78758-7841,6495675,
C_CND_008952,11/30/2022,Male,Pars Auto Sales,Greenville,Ford,Focus,Hatchback,Black,Manual,Overhead Camshaft,13500,49001,38701-8047,7615701,
C_CND_011449,2/21/2023,Male,Race Car Help,Austin,Mercury,Grand Marquis,SUV,Black,Manual,Overhead Camshaft,13500,49001,78758-7841,8688031,
C_CND_012616,4/8/2023,Male,U-Haul CO,Austin,Volvo,C70,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,13500,49001,78758-7841,6531850,
C_CND_013699,5/15/2023,Male,U-Haul CO,Austin,Subaru,Outback,SUV,Red,Manual,Overhead Camshaft,13500,49001,78758-7841,8783610,
C_CND_013782,5/17/2023,Male,Progressive Shippers Cooperative Association No,Austin,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49001,53546-9427,8976526,
C_CND_014207,5/29/2023,Male,Iceberg Rentals,Janesville,Infiniti,I30,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,13500,49001,53546-9427,7899957,
C_CND_014218,5/30/2023,Male,Rabun Used Car Sales,Scottsdale,Saturn,LW,Hatchback,Red,Manual,Overhead Camshaft,13500,49001,85257-3102,8168223,
C_CND_017946,9/8/2023,Male,Star Enterprises Inc,Pasco,Mercury,Grand Marquis,SUV,Black,Manual,Overhead Camshaft,13500,49001,99301-3882,6184671,
C_CND_019577,10/14/2023,Male,Race Car Help,Janesville,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49001,78758-7841,8416954,
C_CND_019699,10/20/2023,Female,Progressive Shippers Cooperative Association No,Janesville,Mercury,Grand Marquis,SUV,Black,Manual,Overhead Camshaft,13500,49001,53546-9427,7436522,
C_CND_020381,11/5/2023,Female,Gartner Buick Hyundai Saab,Greenville,Saturn,LW,Hatchback,Pale White,Manual,Overhead Camshaft,13500,49001,38701-8047,6848569,
C_CND_021606,11/24/2023,Male,Suburban Ford,Janesville,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49001,53546-9427,6816361,
C_CND_021721,11/25/2023,Female,Classic Chevy,Austin,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49001,85257-3102,7117485,
C_CND_021734,11/25/2023,Female,Saab-Belle Dodge,Austin,Infiniti,I30,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,13500,49001,60504-7114,7365837,
C_CND_000107,1/6/2022,Female,Chrysler Plymouth,Janesville,Volvo,C70,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,53546-9427,8002612,
C_CND_000162,1/12/2022,Female,Gartner Buick Hyundai Saab,Greenville,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49000,38701-8047,8493769,
C_CND_000673,3/2/2022,Male,Scrivener Performance Engineering,Greenville,Ford,Focus,SUV,Black,Manual,Overhead Camshaft,13500,49000,38701-8047,6762376,
C_CND_000777,3/7/2022,Male,New Castle Ford Lincoln Mercury,Aurora,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,60504-7114,7645687,
C_CND_001262,3/28/2022,Male,Classic Chevy,Scottsdale,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,85257-3102,6643857,
C_CND_001766,4/17/2022,Male,U-Haul CO,Austin,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,78758-7841,8399455,
C_CND_001921,4/21/2022,Male,Motor Vehicle Branch Office,Austin,Ford,Focus,SUV,Black,Manual,Overhead Camshaft,13500,49000,78758-7841,6106476,
C_CND_002395,5/12/2022,Male,Iceberg Rentals,Janesville,Saturn,LW,Hatchback,Red,Manual,Overhead Camshaft,13500,49000,53546-9427,8475532,
C_CND_002811,5/31/2022,Male,Clay Johnson Auto Sales,Austin,Mercury,Grand Marquis,SUV,Black,Manual,Overhead Camshaft,13500,49000,78758-7841,7334038,
C_CND_003413,6/23/2022,Male,Iceberg Rentals,Janesville,Ford,Focus,SUV,Black,Manual,Overhead Camshaft,13500,49000,53546-9427,8784406,
C_CND_004486,8/9/2022,Male,Suburban Ford,Janesville,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49000,53546-9427,8998091,
C_CND_005040,8/28/2022,Male,Enterprise Rent A Car,Janesville,Subaru,Outback,SUV,Red,Manual,Overhead Camshaft,13500,49000,60504-7114,6738604,
C_CND_005178,9/3/2022,Male,Rabun Used Car Sales,Austin,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49000,85257-3102,6245731,
C_CND_007269,10/28/2022,Male,Tri-State Mack Inc,Aurora,Volvo,C70,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,85257-3102,7062453,
C_CND_007280,10/29/2022,Female,C & M Motors Inc,Janesville,Saturn,LW,Hatchback,Red,Manual,Overhead Camshaft,13500,49000,60504-7114,6999708,
C_CND_008211,11/16/2022,Male,Buddy Storbeck's Diesel Service Inc,Middletown,Volvo,C70,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,06457-3834,7931224,
C_CND_008260,11/17/2022,Male,Chrysler of Tri-Cities,Pasco,Saturn,LW,Hatchback,Red,Manual,Overhead Camshaft,13500,49000,99301-3882,8148794,
C_CND_009071,12/1/2022,Male,Progressive Shippers Cooperative Association No,Janesville,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,53546-9427,8096042,
C_CND_009430,12/6/2022,Male,Suburban Ford,Janesville,Infiniti,I30,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,53546-9427,8305190,
C_CND_009535,12/10/2022,Male,Rabun Used Car Sales,Scottsdale,Saturn,LW,Hatchback,Pale White,Manual,Overhead Camshaft,13500,49000,85257-3102,6748292,
C_CND_011641,3/4/2023,Male,Scrivener Performance Engineering,Greenville,Subaru,Outback,SUV,Red,Manual,Overhead Camshaft,13500,49000,38701-8047,7891389,
C_CND_012715,4/12/2023,Male,Gartner Buick Hyundai Saab,Greenville,Subaru,Outback,SUV,Red,Manual,Overhead Camshaft,13500,49000,38701-8047,6662159,
C_CND_012833,4/16/2023,Male,U-Haul CO,Austin,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,78758-7841,6482082,
C_CND_013395,5/5/2023,Male,Capitol KIA,Greenville,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,38701-8047,7698753,
C_CND_013528,5/8/2023,Female,Star Enterprises Inc,Pasco,Saturn,LW,Hatchback,Red,Manual,Overhead Camshaft,13500,49000,99301-3882,8189317,
C_CND_013552,5/9/2023,Male,Pars Auto Sales,Greenville,Infiniti,I30,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,38701-8047,6873469,
C_CND_013878,5/21/2023,Male,New Castle Ford Lincoln Mercury,Austin,Infiniti,I30,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,60504-7114,6997276,
C_CND_014261,5/30/2023,Male,Saab-Belle Dodge,Pasco,Infiniti,I30,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,60504-7114,6891140,
C_CND_014370,6/2/2023,Male,Ryder Truck Rental and Leasing,Middletown,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,06457-3834,8254874,
C_CND_014446,6/4/2023,Male,Rabun Used Car Sales,Scottsdale,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49000,85257-3102,6417654,
C_CND_017305,8/30/2023,Male,New Castle Ford Lincoln Mercury,Aurora,Ford,Focus,SUV,Black,Manual,Overhead Camshaft,13500,49000,60504-7114,8105115,
C_CND_018089,9/10/2023,Male,Scrivener Performance Engineering,Greenville,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,38701-8047,8728766,
C_CND_019474,10/13/2023,Female,Classic Chevy,Scottsdale,Volvo,C70,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,85257-3102,7432135,
C_CND_020881,11/11/2023,Male,Suburban Ford,Austin,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,53546-9427,6432626,
C_CND_022168,12/2/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Mercury,Grand Marquis,SUV,Black,Manual,Overhead Camshaft,13500,49000,53546-9427,8353248,
C_CND_022250,12/3/2023,Male,Saab-Belle Dodge,Aurora,Subaru,Outback,SUV,Red,Manual,Overhead Camshaft,13500,49000,60504-7114,8724254,
C_CND_022566,12/8/2023,Male,Iceberg Rentals,Pasco,Mitsubishi,Diamante,Hatchback,Black,Manual,Overhead Camshaft,13500,49000,53546-9427,8220104,
C_CND_022608,12/9/2023,Female,Suburban Ford,Janesville,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49000,53546-9427,8212020,
C_CND_023270,12/19/2023,Male,Suburban Ford,Middletown,Subaru,Outback,SUV,Red,Manual,Overhead Camshaft,13500,49000,53546-9427,6334857,
C_CND_023535,12/25/2023,Male,Race Car Help,Austin,Ford,Focus,Hardtop,Black,Manual,Overhead Camshaft,13500,49000,78758-7841,8279586,
C_CND_023613,12/26/2023,Male,U-Haul CO,Austin,Infiniti,I30,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,78758-7841,8946371,
C_CND_023858,12/30/2023,Male,C & M Motors Inc,Austin,Infiniti,I30,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,13500,49000,60504-7114,8237639,
C_CND_023874,12/31/2023,Male,Saab-Belle Dodge,Aurora,Subaru,Outback,SUV,Red,Manual,Overhead Camshaft,13500,49000,60504-7114,7090003,
C_CND_003513,6/26/2022,Male,Gartner Buick Hyundai Saab,Greenville,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,38701-8047,7681983,
C_CND_007233,10/26/2022,Male,Motor Vehicle Branch Office,Austin,Chrysler,Concorde,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,78758-7841,7172828,
C_CND_008108,11/14/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Chevrolet,Corvette,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,99301-3882,8517170,
C_CND_008558,11/22/2022,Male,Star Enterprises Inc,Pasco,Buick,Regal,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,99301-3882,6567453,
C_CND_011283,2/8/2023,Female,Iceberg Rentals,Janesville,Chrysler,Concorde,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,53546-9427,6161614,
C_CND_011948,3/13/2023,Female,Race Car Help,Austin,Chrysler,Concorde,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,78758-7841,8038638,
C_CND_011997,3/13/2023,Male,Chrysler Plymouth,Greenville,Buick,Regal,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,53546-9427,6567733,
C_CND_012073,3/15/2023,Male,Star Enterprises Inc,Austin,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,99301-3882,6115907,
C_CND_012549,4/7/2023,Female,Race Car Help,Austin,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,78758-7841,6428558,
C_CND_012670,4/10/2023,Female,Star Enterprises Inc,Pasco,Lexus,LS400,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,99301-3882,6517721,
C_CND_013132,4/23/2023,Male,Enterprise Rent A Car,Janesville,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,60504-7114,8437911,
C_CND_013259,5/2/2023,Male,Chrysler of Tri-Cities,Pasco,Lexus,LS400,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,99301-3882,7044359,
C_CND_013840,5/19/2023,Male,New Castle Ford Lincoln Mercury,Aurora,Chrysler,Concorde,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,60504-7114,6474460,
C_CND_013845,5/19/2023,Male,U-Haul CO,Janesville,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,78758-7841,8251935,
C_CND_014137,5/28/2023,Male,Gartner Buick Hyundai Saab,Greenville,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,38701-8047,6458692,
C_CND_014222,5/30/2023,Male,Scrivener Performance Engineering,Greenville,Chrysler,Concorde,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,38701-8047,6934374,
C_CND_014494,6/6/2023,Male,Classic Chevy,Scottsdale,Buick,Regal,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,85257-3102,6007743,
C_CND_015589,7/8/2023,Male,U-Haul CO,Austin,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,78758-7841,8160401,
C_CND_015776,7/14/2023,Male,Hatfield Volkswagen,Scottsdale,Buick,Regal,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,99301-3882,6133868,
C_CND_019593,10/15/2023,Female,Hatfield Volkswagen,Pasco,Mercedes-B,SLK,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,99301-3882,6629521,
C_CND_020100,10/31/2023,Male,U-Haul CO,Austin,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,78758-7841,6932841,
C_CND_020611,11/9/2023,Female,Motor Vehicle Branch Office,Austin,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,78758-7841,7825378,
C_CND_022595,12/9/2023,Male,Chrysler Plymouth,Janesville,Mercedes-B,SLK,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46001,53546-9427,8713465,
C_CND_000012,1/2/2022,Male,Race Car Help,Pasco,Nissan,Pathfinder,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,78758-7841,7288103,
C_CND_000305,1/31/2022,Male,McKinney Dodge Chrysler Jeep,Scottsdale,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,85257-3102,8987884,
C_CND_000517,2/15/2022,Male,Tri-State Mack Inc,Austin,Chrysler,Concorde,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,85257-3102,8198224,
C_CND_000664,3/1/2022,Female,Clay Johnson Auto Sales,Pasco,Chrysler,Concorde,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,78758-7841,6047744,
C_CND_000843,3/9/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Chevrolet,Corvette,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,99301-3882,6307517,
C_CND_000858,3/10/2022,Male,Saab-Belle Dodge,Aurora,Chrysler,Concorde,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,60504-7114,8483928,
C_CND_001039,3/19/2022,Male,C & M Motors Inc,Pasco,Lexus,LS400,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,60504-7114,8038397,
C_CND_001119,3/22/2022,Male,Gartner Buick Hyundai Saab,Greenville,Chrysler,Concorde,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,38701-8047,8702891,
C_CND_001304,3/29/2022,Female,Ryder Truck Rental and Leasing,Austin,Chrysler,Concorde,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,06457-3834,8709797,
C_CND_001408,4/4/2022,Male,Chrysler of Tri-Cities,Janesville,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,99301-3882,7895245,
C_CND_001626,4/13/2022,Male,Hatfield Volkswagen,Pasco,Mercedes-B,SLK,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,99301-3882,7324263,
C_CND_001784,4/17/2022,Male,Star Enterprises Inc,Pasco,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,99301-3882,8300267,
C_CND_002224,5/3/2022,Male,Scrivener Performance Engineering,Greenville,Chrysler,Concorde,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,38701-8047,8804433,
C_CND_002336,5/8/2022,Female,Classic Chevy,Scottsdale,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,85257-3102,8900784,
C_CND_002498,5/15/2022,Male,Saab-Belle Dodge,Aurora,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,60504-7114,8862176,
C_CND_003521,6/26/2022,Male,Ryder Truck Rental and Leasing,Middletown,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,06457-3834,6332351,
C_CND_004688,8/16/2022,Male,Suburban Ford,Janesville,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,53546-9427,8870303,
C_CND_004876,8/24/2022,Male,Suburban Ford,Janesville,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,53546-9427,8523522,
C_CND_004988,8/27/2022,Male,Tri-State Mack Inc,Austin,Nissan,Pathfinder,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,85257-3102,6323802,
C_CND_005048,8/29/2022,Female,Gartner Buick Hyundai Saab,Greenville,Chevrolet,Corvette,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,38701-8047,6382986,
C_CND_005817,9/17/2022,Male,Ryder Truck Rental and Leasing,Middletown,Chrysler,Concorde,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,06457-3834,6978644,
C_CND_006593,10/1/2022,Male,Pars Auto Sales,Scottsdale,Buick,Regal,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,38701-8047,8003233,
C_CND_006802,10/9/2022,Male,Ryder Truck Rental and Leasing,Middletown,Mercedes-B,SLK,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,06457-3834,6178730,
C_CND_007169,10/24/2022,Male,Progressive Shippers Cooperative Association No,Janesville,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,53546-9427,6239380,
C_CND_007387,10/31/2022,Male,McKinney Dodge Chrysler Jeep,Greenville,Buick,Regal,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,85257-3102,8000414,
C_CND_007748,11/8/2022,Male,Scrivener Performance Engineering,Greenville,Chevrolet,Corvette,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,38701-8047,6247664,
C_CND_008231,11/16/2022,Male,Race Car Help,Austin,Nissan,Pathfinder,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,78758-7841,7932701,
C_CND_008704,11/24/2022,Male,Tri-State Mack Inc,Scottsdale,Lexus,LS400,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,85257-3102,8493286,
C_CND_009213,12/4/2022,Male,Enterprise Rent A Car,Aurora,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,60504-7114,6907494,
C_CND_009483,12/8/2022,Male,Classic Chevy,Scottsdale,Chevrolet,Corvette,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,85257-3102,6716648,
C_CND_009615,12/10/2022,Male,Star Enterprises Inc,Aurora,Chevrolet,Corvette,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,99301-3882,8566915,
C_CND_009626,12/11/2022,Male,Capitol KIA,Greenville,Buick,Regal,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,38701-8047,8859160,
C_CND_009718,12/12/2022,Male,Saab-Belle Dodge,Aurora,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,60504-7114,8809298,
C_CND_010037,12/18/2022,Male,Race Car Help,Austin,Chrysler,Concorde,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,78758-7841,8827941,
C_CND_010145,12/20/2022,Male,Buddy Storbeck's Diesel Service Inc,Middletown,Chrysler,Concorde,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,06457-3834,8954407,
C_CND_010156,12/20/2022,Male,Ryder Truck Rental and Leasing,Pasco,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,06457-3834,6178402,
C_CND_011259,2/7/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,53546-9427,7765314,
C_CND_011327,2/14/2023,Male,Enterprise Rent A Car,Aurora,Lexus,LS400,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,60504-7114,7412226,
C_CND_012321,3/29/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,99301-3882,6400188,
C_CND_014082,5/26/2023,Female,Ryder Truck Rental and Leasing,Middletown,Chrysler,Concorde,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,06457-3834,8604914,
C_CND_014127,5/27/2023,Female,Capitol KIA,Greenville,Nissan,Pathfinder,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,13500,46000,38701-8047,8365217,
